date,cash,portfolio_value,positions,trades
2021-12-21,138,359103,CEVI.ST:20378; HEXA-B.ST:25002; SAAB-B.ST:45848; BEIJ-B.ST:53784; NOTE.ST:49133; NEWA-B.ST:40545; NIBE-B.ST:39535; SOBI.ST:42514; G5EN.ST:42224,
2021-12-22,138,367006,CEVI.ST:21440; HEXA-B.ST:25536; SAAB-B.ST:46093; BEIJ-B.ST:55157; NOTE.ST:51146; NEWA-B.ST:41512; NIBE-B.ST:40385; SOBI.ST:42988; G5EN.ST:42610,
2021-12-23,37,370145,CEVI.ST:21493; HEXA-B.ST:26264; SAAB-B.ST:46603; BEIJ-B.ST:56530; NOTE.ST:51620; NEWA-B.ST:42327; NIBE-B.ST:41282; HPOL-B.ST:42069; MEKO.ST:41919,SELL SOBI.ST 236 @ 180.53 fee 69.00; SELL G5EN.ST 131 @ 317.24 fee 69.00; BUY HPOL-B.ST 414 @ 101.62 fee 69.00; BUY MEKO.ST 309 @ 135.66 fee 69.00
2021-12-27,37,377703,CEVI.ST:22232; HEXA-B.ST:26439; SAAB-B.ST:46684; BEIJ-B.ST:57575; NOTE.ST:54343; NEWA-B.ST:43550; NIBE-B.ST:41880; HPOL-B.ST:42570; MEKO.ST:42393,
2021-12-28,37,382407,CEVI.ST:22971; HEXA-B.ST:26881; SAAB-B.ST:47235; BEIJ-B.ST:58202; NOTE.ST:56355; NEWA-B.ST:42633; NIBE-B.ST:42510; HPOL-B.ST:42856; MEKO.ST:42728,
2021-12-29,37,383156,CEVI.ST:21856; HEXA-B.ST:26669; SAAB-B.ST:46460; BEIJ-B.ST:59157; NOTE.ST:56592; NEWA-B.ST:43601; NIBE-B.ST:42793; HPOL-B.ST:43375; MEKO.ST:42616,
2021-12-30,37,382029,CEVI.ST:21843; HEXA-B.ST:26457; SAAB-B.ST:46949; BEIJ-B.ST:59067; NOTE.ST:54698; NEWA-B.ST:42735; NIBE-B.ST:43045; HPOL-B.ST:43411; MEKO.ST:43787,
2022-01-03,637,379274,CEVI.ST:21762; HEXA-B.ST:26899; SAAB-B.ST:47112; BEIJ-B.ST:58590; NEWA-B.ST:42633; NIBE-B.ST:41392; AZN.ST:46347; HUSQ-B.ST:46933; INVE-B.ST:46968,SELL NOTE.ST 247 @ 215.22 fee 69.00; SELL HPOL-B.ST 414 @ 105.16 fee 69.00; SELL MEKO.ST 309 @ 144.23 fee 69.00; BUY AZN.ST 44 @ 1053.35 fee 69.00; BUY HUSQ-B.ST 376 @ 124.82 fee 69.00; BUY INVE-B.ST 219 @ 214.47 fee 69.00
2022-01-04,637,378165,CEVI.ST:21843; HEXA-B.ST:26098; SAAB-B.ST:48009; BEIJ-B.ST:58440; NEWA-B.ST:42124; NIBE-B.ST:40826; AZN.ST:45569; HUSQ-B.ST:47213; INVE-B.ST:47406,
2022-01-05,637,375239,CEVI.ST:22111; HEXA-B.ST:25942; SAAB-B.ST:47581; BEIJ-B.ST:58888; NEWA-B.ST:40901; NIBE-B.ST:40181; AZN.ST:45456; HUSQ-B.ST:47114; INVE-B.ST:46428,
2022-01-07,637,365858,CEVI.ST:21695; HEXA-B.ST:25159; SAAB-B.ST:48274; BEIJ-B.ST:54143; NEWA-B.ST:40239; NIBE-B.ST:38323; AZN.ST:45237; HUSQ-B.ST:46242; INVE-B.ST:45909,
2022-01-10,637,349962,CEVI.ST:20983; HEXA-B.ST:24100; SAAB-B.ST:47846; BEIJ-B.ST:49874; NEWA-B.ST:37132; NIBE-B.ST:34546; AZN.ST:45019; HUSQ-B.ST:45270; INVE-B.ST:44555,
2022-01-11,5,352807,CEVI.ST:20889; HEXA-B.ST:24689; SAAB-B.ST:48539; NEWA-B.ST:38456; AZN.ST:45718; HUSQ-B.ST:46242; INVE-B.ST:44504; SWED-A.ST:83765,SELL BEIJ-B.ST 335 @ 145.14 fee 69.00; SELL NIBE-B.ST 324 @ 107.16 fee 69.00; BUY SWED-A.ST 599 @ 139.84 fee 69.00
2022-01-12,5,355138,CEVI.ST:21507; HEXA-B.ST:25011; SAAB-B.ST:47704; NEWA-B.ST:39271; AZN.ST:45674; HUSQ-B.ST:46554; INVE-B.ST:44698; SWED-A.ST:84714,
2022-01-13,5,352583,CEVI.ST:21695; HEXA-B.ST:24855; SAAB-B.ST:47622; NEWA-B.ST:37896; AZN.ST:45430; HUSQ-B.ST:46357; INVE-B.ST:44138; SWED-A.ST:84587,
2022-01-14,5,346743,CEVI.ST:21292; HEXA-B.ST:24210; SAAB-B.ST:48070; NEWA-B.ST:36979; AZN.ST:45893; HUSQ-B.ST:43822; INVE-B.ST:42488; SWED-A.ST:83984,
2022-01-17,5,347551,CEVI.ST:20916; HEXA-B.ST:24551; SAAB-B.ST:48519; NEWA-B.ST:36928; AZN.ST:47169; HUSQ-B.ST:43229; INVE-B.ST:42834; SWED-A.ST:83400,
2022-01-18,222,340268,CEVI.ST:20755; SAAB-B.ST:47581; AZN.ST:47230; HUSQ-B.ST:42686; HPOL-B.ST:45543; HOLM-B.ST:45226; SHB-B.ST:45492; MEKO.ST:45532,SELL HEXA-B.ST 185 @ 126.04 fee 69.00; SELL NEWA-B.ST 580 @ 60.95 fee 69.00; SELL INVE-B.ST 219 @ 189.13 fee 69.00; SELL SWED-A.ST 599 @ 137.69 fee 69.00; BUY HPOL-B.ST 477 @ 95.48 fee 69.00; BUY HOLM-B.ST 111 @ 407.44 fee 69.00; BUY SHB-B.ST 473 @ 96.18 fee 69.00; BUY MEKO.ST 353 @ 128.99 fee 69.00
2022-01-19,222,343532,CEVI.ST:21399; SAAB-B.ST:47805; AZN.ST:47475; HUSQ-B.ST:42719; HPOL-B.ST:45873; HOLM-B.ST:46285; SHB-B.ST:45967; MEKO.ST:45787,
2022-01-20,222,344629,CEVI.ST:21493; SAAB-B.ST:47785; AZN.ST:47973; HUSQ-B.ST:42966; HPOL-B.ST:45708; HOLM-B.ST:47292; SHB-B.ST:45848; MEKO.ST:45341,
2022-01-21,222,340104,CEVI.ST:22622; SAAB-B.ST:47602; AZN.ST:47562; HUSQ-B.ST:41928; HPOL-B.ST:44533; HOLM-B.ST:46573; SHB-B.ST:44899; MEKO.ST:44163,
2022-01-24,222,326564,CEVI.ST:20620; SAAB-B.ST:46664; AZN.ST:45482; HUSQ-B.ST:40167; HPOL-B.ST:42286; HOLM-B.ST:44969; SHB-B.ST:44029; MEKO.ST:42125,
2022-01-25,318,328928,CEVI.ST:19814; SAAB-B.ST:45869; MEKO.ST:42476; LUND-B.ST:36557; SOBI.ST:36721; NIBE-B.ST:36859; NEWA-B.ST:36816; BEIJ-B.ST:36813; G5EN.ST:36685,SELL AZN.ST 44 @ 1052.56 fee 69.00; SELL HUSQ-B.ST 376 @ 109.28 fee 69.00; SELL HPOL-B.ST 477 @ 88.30 fee 69.00; SELL HOLM-B.ST 111 @ 416.33 fee 69.00; SELL SHB-B.ST 473 @ 96.35 fee 69.00; BUY LUND-B.ST 82 @ 445.82 fee 69.00; BUY SOBI.ST 218 @ 168.44 fee 69.00; BUY NIBE-B.ST 456 @ 80.83 fee 69.00; BUY NEWA-B.ST 622 @ 59.19 fee 69.00; BUY BEIJ-B.ST 269 @ 136.85 fee 69.00; BUY G5EN.ST 153 @ 239.77 fee 69.00
2022-01-26,318,335543,CEVI.ST:20472; SAAB-B.ST:46399; MEKO.ST:42953; LUND-B.ST:37357; SOBI.ST:37387; NIBE-B.ST:38223; NEWA-B.ST:37745; BEIJ-B.ST:37100; G5EN.ST:37588,
2022-01-27,318,333349,CEVI.ST:19814; SAAB-B.ST:45665; MEKO.ST:42221; LUND-B.ST:37112; SOBI.ST:37387; NIBE-B.ST:37479; NEWA-B.ST:37472; BEIJ-B.ST:37867; G5EN.ST:38014,
2022-01-28,318,331627,CEVI.ST:19747; SAAB-B.ST:44748; MEKO.ST:42762; LUND-B.ST:36731; SOBI.ST:37491; NIBE-B.ST:37266; NEWA-B.ST:37636; BEIJ-B.ST:37340; G5EN.ST:37588,
2022-01-31,318,339449,CEVI.ST:20325; SAAB-B.ST:44768; MEKO.ST:43622; LUND-B.ST:37444; SOBI.ST:38064; NIBE-B.ST:38790; NEWA-B.ST:38619; BEIJ-B.ST:38658; G5EN.ST:38840,
2022-02-01,19,348186,MEKO.ST:44800; NIBE-B.ST:40172; NEWA-B.ST:39930; BEIJ-B.ST:38371; AZN.ST:30853; HEXA-B.ST:30838; ELAN-B.ST:30813; HUSQ-B.ST:30849; SAVE.ST:30881; INVE-B.ST:30661,SELL CEVI.ST 70 @ 329.31 fee 69.00; SELL SAAB-B.ST 842 @ 54.96 fee 69.00; SELL LUND-B.ST 82 @ 459.92 fee 69.00; SELL SOBI.ST 218 @ 177.61 fee 69.00; SELL G5EN.ST 153 @ 258.77 fee 69.00; BUY AZN.ST 29 @ 1063.88 fee 69.00; BUY HEXA-B.ST 248 @ 124.35 fee 69.00; BUY ELAN-B.ST 218 @ 141.34 fee 69.00; BUY HUSQ-B.ST 273 @ 113.00 fee 69.00; BUY SAVE.ST 236 @ 130.85 fee 69.00; BUY INVE-B.ST 163 @ 188.11 fee 69.00
2022-02-02,19,354442,MEKO.ST:45628; NIBE-B.ST:40934; NEWA-B.ST:41350; BEIJ-B.ST:39257; AZN.ST:30899; HEXA-B.ST:32220; ELAN-B.ST:30701; HUSQ-B.ST:31339; SAVE.ST:30902; INVE-B.ST:31192,
2022-02-03,19,343289,MEKO.ST:44513; NIBE-B.ST:39198; NEWA-B.ST:39384; BEIJ-B.ST:37029; AZN.ST:29942; HEXA-B.ST:31541; ELAN-B.ST:28845; HUSQ-B.ST:30861; SAVE.ST:31576; INVE-B.ST:30381,
2022-02-04,19,339095,MEKO.ST:44513; NIBE-B.ST:38179; NEWA-B.ST:39056; BEIJ-B.ST:35495; AZN.ST:29671; HEXA-B.ST:31751; ELAN-B.ST:29105; HUSQ-B.ST:29499; SAVE.ST:31752; INVE-B.ST:30055,
2022-02-07,19,338222,MEKO.ST:44036; NIBE-B.ST:38958; NEWA-B.ST:38783; BEIJ-B.ST:34440; AZN.ST:29850; HEXA-B.ST:31640; ELAN-B.ST:29328; HUSQ-B.ST:28841; SAVE.ST:32136; INVE-B.ST:30191,
2022-02-08,38,335275,NIBE-B.ST:38569; NEWA-B.ST:38237; BEIJ-B.ST:34872; HEXA-B.ST:31159; SAVE.ST:31016; PCELL.ST:32329; RATO-B.ST:32324; EQT.ST:32201; SWED-A.ST:32263; ELUX-B.ST:32269,SELL MEKO.ST 353 @ 126.64 fee 69.00; SELL AZN.ST 29 @ 1023.55 fee 69.00; SELL ELAN-B.ST 218 @ 130.44 fee 69.00; SELL HUSQ-B.ST 273 @ 106.83 fee 69.00; SELL INVE-B.ST 163 @ 184.70 fee 69.00; BUY PCELL.ST 233 @ 138.75 fee 69.00; BUY RATO-B.ST 751 @ 43.04 fee 69.00; BUY EQT.ST 101 @ 318.82 fee 69.00; BUY SWED-A.ST 249 @ 129.57 fee 69.00; BUY ELUX-B.ST 188 @ 171.64 fee 69.00
2022-02-09,38,351185,NIBE-B.ST:40527; NEWA-B.ST:40640; BEIJ-B.ST:37340; HEXA-B.ST:32307; SAVE.ST:31804; PCELL.ST:35532; RATO-B.ST:33503; EQT.ST:33701; SWED-A.ST:32805; ELUX-B.ST:32988,
2022-02-10,38,351379,NIBE-B.ST:39508; NEWA-B.ST:46212; BEIJ-B.ST:36334; HEXA-B.ST:31406; SAVE.ST:30778; PCELL.ST:34903; RATO-B.ST:33536; EQT.ST:33594; SWED-A.ST:32540; ELUX-B.ST:32532,
2022-02-11,38,349525,NIBE-B.ST:38746; NEWA-B.ST:45229; BEIJ-B.ST:35710; HEXA-B.ST:30677; SAVE.ST:31524; PCELL.ST:36232; RATO-B.ST:33370; EQT.ST:33033; SWED-A.ST:32540; ELUX-B.ST:32427,
2022-02-14,38,339151,NIBE-B.ST:37718; NEWA-B.ST:41241; BEIJ-B.ST:34033; HEXA-B.ST:30307; SAVE.ST:31296; PCELL.ST:32387; RATO-B.ST:35721; EQT.ST:32791; SWED-A.ST:31974; ELUX-B.ST:31646,
2022-02-15,31,349448,NIBE-B.ST:39233; NEWA-B.ST:43153; BEIJ-B.ST:35087; HEXA-B.ST:30899; SAVE.ST:32665; PCELL.ST:35206; EQT.ST:33623; ELUX-B.ST:32418; INVE-B.ST:67132,SELL RATO-B.ST 751 @ 46.68 fee 69.00; SELL SWED-A.ST 249 @ 129.62 fee 69.00; BUY INVE-B.ST 360 @ 186.48 fee 69.00
2022-02-16,31,347458,NIBE-B.ST:39614; NEWA-B.ST:43098; BEIJ-B.ST:34440; HEXA-B.ST:30850; SAVE.ST:31566; PCELL.ST:35160; EQT.ST:33217; ELUX-B.ST:32400; INVE-B.ST:67082,
2022-02-17,31,337930,NIBE-B.ST:36947; NEWA-B.ST:41241; BEIJ-B.ST:33841; HEXA-B.ST:30862; SAVE.ST:31265; PCELL.ST:33785; EQT.ST:32346; ELUX-B.ST:31821; INVE-B.ST:65790,
2022-02-18,31,328529,NIBE-B.ST:34201; NEWA-B.ST:41077; BEIJ-B.ST:33146; HEXA-B.ST:30159; SAVE.ST:30093; PCELL.ST:32189; EQT.ST:31128; ELUX-B.ST:31479; INVE-B.ST:65027,
2022-02-21,31,319549,NIBE-B.ST:33182; NEWA-B.ST:38237; BEIJ-B.ST:32307; HEXA-B.ST:29924; SAVE.ST:30010; PCELL.ST:31036; EQT.ST:30189; ELUX-B.ST:31488; INVE-B.ST:63145,
2022-02-22,24,326123,NIBE-B.ST:34112; NEWA-B.ST:38619; BEIJ-B.ST:33673; PCELL.ST:31572; EQT.ST:31147; INVE-B.ST:64759; RATO-B.ST:30782; NOTE.ST:30712; CEVI.ST:30724,SELL HEXA-B.ST 248 @ 121.81 fee 69.00; SELL SAVE.ST 236 @ 132.65 fee 69.00; SELL ELUX-B.ST 188 @ 165.48 fee 69.00; BUY RATO-B.ST 728 @ 42.28 fee 69.00; BUY NOTE.ST 181 @ 169.68 fee 69.00; BUY CEVI.ST 100 @ 307.24 fee 69.00
2022-02-23,24,320514,NIBE-B.ST:34130; NEWA-B.ST:38127; BEIJ-B.ST:33122; PCELL.ST:30861; EQT.ST:29744; INVE-B.ST:63621; RATO-B.ST:31090; NOTE.ST:30990; CEVI.ST:28805,
2022-02-24,24,318325,NIBE-B.ST:34121; NEWA-B.ST:37363; BEIJ-B.ST:32379; PCELL.ST:32026; EQT.ST:29899; INVE-B.ST:62770; RATO-B.ST:30089; NOTE.ST:30504; CEVI.ST:29150,
2022-02-25,24,328542,NIBE-B.ST:35406; NEWA-B.ST:39220; BEIJ-B.ST:33697; PCELL.ST:34193; EQT.ST:30180; INVE-B.ST:64243; RATO-B.ST:31398; NOTE.ST:31684; CEVI.ST:28498,
2022-02-28,24,343852,NIBE-B.ST:37621; NEWA-B.ST:39384; BEIJ-B.ST:34440; PCELL.ST:41649; EQT.ST:31040; INVE-B.ST:64973; RATO-B.ST:32541; NOTE.ST:31476; CEVI.ST:30705,
2022-03-01,76,332304,NIBE-B.ST:36327; BEIJ-B.ST:33673; EQT.ST:30315; INVE-B.ST:63567; RATO-B.ST:31129; NOTE.ST:30365; CEVI.ST:29937; HEXA-B.ST:38455; MEKO.ST:38460,SELL NEWA-B.ST 622 @ 59.45 fee 69.00; SELL PCELL.ST 233 @ 172.80 fee 69.00; BUY HEXA-B.ST 311 @ 123.65 fee 69.00; BUY MEKO.ST 378 @ 101.75 fee 69.00
2022-03-02,76,338168,NIBE-B.ST:38932; BEIJ-B.ST:34752; EQT.ST:30644; INVE-B.ST:64464; RATO-B.ST:30872; NOTE.ST:30469; CEVI.ST:30705; HEXA-B.ST:39136; MEKO.ST:38119,
2022-03-03,76,328186,NIBE-B.ST:38232; BEIJ-B.ST:33697; EQT.ST:28632; INVE-B.ST:62295; RATO-B.ST:29357; NOTE.ST:29324; CEVI.ST:30724; HEXA-B.ST:38207; MEKO.ST:37642,
2022-03-04,76,319504,NIBE-B.ST:39331; BEIJ-B.ST:32882; EQT.ST:26533; INVE-B.ST:60896; RATO-B.ST:28176; NOTE.ST:28040; CEVI.ST:30225; HEXA-B.ST:36999; MEKO.ST:36346,
2022-03-07,76,316057,NIBE-B.ST:39720; BEIJ-B.ST:32643; EQT.ST:26136; INVE-B.ST:60816; RATO-B.ST:27958; NOTE.ST:27554; CEVI.ST:27769; HEXA-B.ST:37619; MEKO.ST:35766,
2022-03-08,154,315844,NIBE-B.ST:40925; EQT.ST:25391; NOTE.ST:27624; MEKO.ST:36517; EMBRAC-B.ST:30762; BULTEN.ST:30913; SWED-A.ST:30897; ELUX-B.ST:30881; G5EN.ST:30885; SINT.ST:30894,SELL BEIJ-B.ST 269 @ 124.29 fee 69.00; SELL INVE-B.ST 360 @ 169.79 fee 69.00; SELL RATO-B.ST 728 @ 38.30 fee 69.00; SELL CEVI.ST 100 @ 270.97 fee 69.00; SELL HEXA-B.ST 311 @ 117.48 fee 69.00; BUY EMBRAC-B.ST 76 @ 404.76 fee 69.00; BUY BULTEN.ST 573 @ 53.95 fee 69.00; BUY SWED-A.ST 304 @ 101.63 fee 69.00; BUY ELUX-B.ST 215 @ 143.63 fee 69.00; BUY G5EN.ST 207 @ 149.20 fee 69.00; BUY SINT.ST 334 @ 92.50 fee 69.00
2022-03-09,154,333898,NIBE-B.ST:43078; EQT.ST:27684; NOTE.ST:29324; MEKO.ST:38017; EMBRAC-B.ST:33876; BULTEN.ST:32561; SWED-A.ST:33024; ELUX-B.ST:31253; G5EN.ST:32038; SINT.ST:32889,
2022-03-10,154,328383,NIBE-B.ST:41147; EQT.ST:26775; NOTE.ST:29498; MEKO.ST:37642; EMBRAC-B.ST:32513; BULTEN.ST:31612; SWED-A.ST:32778; ELUX-B.ST:30751; G5EN.ST:31428; SINT.ST:34086,
2022-03-11,154,338131,NIBE-B.ST:41670; EQT.ST:29038; NOTE.ST:31337; MEKO.ST:38562; EMBRAC-B.ST:33402; BULTEN.ST:32362; SWED-A.ST:33181; ELUX-B.ST:31393; G5EN.ST:33801; SINT.ST:33231,
2022-03-14,154,344021,NIBE-B.ST:43061; EQT.ST:29290; NOTE.ST:30678; MEKO.ST:39346; EMBRAC-B.ST:33904; BULTEN.ST:34359; SWED-A.ST:33357; ELUX-B.ST:32377; G5EN.ST:33580; SINT.ST:33915,
2022-03-15,60,336192,NIBE-B.ST:42077; EQT.ST:28351; NOTE.ST:30365; MEKO.ST:38221; BULTEN.ST:32561; G5EN.ST:32852; NEWA-B.ST:43955; BEIJ-B.ST:43981; SAAB-B.ST:43767,SELL EMBRAC-B.ST 76 @ 429.54 fee 69.00; SELL SWED-A.ST 304 @ 110.20 fee 69.00; SELL ELUX-B.ST 215 @ 150.31 fee 69.00; SELL SINT.ST 334 @ 100.69 fee 69.00; BUY NEWA-B.ST 701 @ 62.70 fee 69.00; BUY BEIJ-B.ST 328 @ 134.09 fee 69.00; BUY SAAB-B.ST 502 @ 87.19 fee 69.00
2022-03-16,60,351925,NIBE-B.ST:44071; EQT.ST:31718; NOTE.ST:32795; MEKO.ST:39994; BULTEN.ST:34010; G5EN.ST:35598; NEWA-B.ST:45309; BEIJ-B.ST:46670; SAAB-B.ST:41701,
2022-03-17,60,354458,NIBE-B.ST:44966; EQT.ST:32985; NOTE.ST:33142; MEKO.ST:39346; BULTEN.ST:33860; G5EN.ST:34072; NEWA-B.ST:45679; BEIJ-B.ST:47809; SAAB-B.ST:42540,
2022-03-18,60,363379,NIBE-B.ST:45298; EQT.ST:34339; NOTE.ST:35311; MEKO.ST:40403; BULTEN.ST:33860; G5EN.ST:35021; NEWA-B.ST:46417; BEIJ-B.ST:50118; SAAB-B.ST:42552,
2022-03-21,60,364683,NIBE-B.ST:45409; EQT.ST:34281; NOTE.ST:35744; MEKO.ST:40097; BULTEN.ST:32711; G5EN.ST:35292; NEWA-B.ST:46294; BEIJ-B.ST:50030; SAAB-B.ST:44764,
2022-03-22,53,358823,NOTE.ST:35224; MEKO.ST:39006; G5EN.ST:35225; SAAB-B.ST:43597; HPOL-B.ST:51434; HUSQ-B.ST:51437; ELUX-B.ST:51400; CLAS-B.ST:51448,SELL NIBE-B.ST 456 @ 95.64 fee 69.00; SELL EQT.ST 101 @ 332.81 fee 69.00; SELL BULTEN.ST 573 @ 58.66 fee 69.00; SELL NEWA-B.ST 701 @ 66.66 fee 69.00; SELL BEIJ-B.ST 328 @ 148.70 fee 69.00; BUY HPOL-B.ST 601 @ 85.58 fee 69.00; BUY HUSQ-B.ST 549 @ 93.69 fee 69.00; BUY ELUX-B.ST 356 @ 144.38 fee 69.00; BUY CLAS-B.ST 544 @ 94.57 fee 69.00
2022-03-23,53,350889,NOTE.ST:34287; MEKO.ST:38733; G5EN.ST:34818; SAAB-B.ST:42904; HPOL-B.ST:50436; HUSQ-B.ST:50067; ELUX-B.ST:48525; CLAS-B.ST:51066,
2022-03-24,53,342990,NOTE.ST:33072; MEKO.ST:37676; G5EN.ST:33665; SAAB-B.ST:43269; HPOL-B.ST:48244; HUSQ-B.ST:48192; ELUX-B.ST:48325; CLAS-B.ST:50494,
2022-03-25,53,341027,NOTE.ST:32413; MEKO.ST:36721; G5EN.ST:34648; SAAB-B.ST:44411; HPOL-B.ST:47277; HUSQ-B.ST:46496; ELUX-B.ST:48276; CLAS-B.ST:50732,
2022-03-28,53,340907,NOTE.ST:32066; MEKO.ST:37573; G5EN.ST:34479; SAAB-B.ST:42722; HPOL-B.ST:47724; HUSQ-B.ST:46130; ELUX-B.ST:48425; CLAS-B.ST:51735,
2022-03-29,23,353486,NOTE.ST:32899; MEKO.ST:39210; G5EN.ST:36479; SAAB-B.ST:41421; HUSQ-B.ST:48817; ELUX-B.ST:52297; CLAS-B.ST:52832; HEXA-B.ST:49507,SELL HPOL-B.ST 601 @ 82.55 fee 69.00; BUY HEXA-B.ST 370 @ 133.80 fee 69.00
2022-03-30,23,349922,NOTE.ST:32378; MEKO.ST:38835; G5EN.ST:36377; SAAB-B.ST:41336; HUSQ-B.ST:48601; ELUX-B.ST:51400; CLAS-B.ST:52164; HEXA-B.ST:48807,
2022-03-31,23,343969,NOTE.ST:32552; MEKO.ST:37914; G5EN.ST:35428; SAAB-B.ST:41543; HUSQ-B.ST:47428; ELUX-B.ST:49019; CLAS-B.ST:51162; HEXA-B.ST:48899,
2022-04-01,23,345045,NOTE.ST:32795; MEKO.ST:36994; G5EN.ST:36988; SAAB-B.ST:41397; HUSQ-B.ST:47159; ELUX-B.ST:48896; CLAS-B.ST:51066; HEXA-B.ST:49728,
2022-04-04,23,353448,NOTE.ST:35224; MEKO.ST:37812; G5EN.ST:38174; SAAB-B.ST:42212; HUSQ-B.ST:47284; ELUX-B.ST:49368; CLAS-B.ST:52021; HEXA-B.ST:51331,
2022-04-05,44,346607,MEKO.ST:36687; SAAB-B.ST:41908; HUSQ-B.ST:45476; ELUX-B.ST:48697; CLAS-B.ST:50255; HM-B.ST:41201; BULTEN.ST:41242; HPOL-B.ST:41097,SELL NOTE.ST 181 @ 195.18 fee 69.00; SELL G5EN.ST 207 @ 182.94 fee 69.00; SELL HEXA-B.ST 370 @ 137.24 fee 69.00; BUY HM-B.ST 369 @ 111.66 fee 69.00; BUY BULTEN.ST 728 @ 56.65 fee 69.00; BUY HPOL-B.ST 530 @ 77.54 fee 69.00
2022-04-06,44,342528,MEKO.ST:37198; SAAB-B.ST:42151; HUSQ-B.ST:44236; ELUX-B.ST:47443; CLAS-B.ST:49635; HM-B.ST:41194; BULTEN.ST:40354; HPOL-B.ST:40272,
2022-04-07,44,346456,MEKO.ST:36892; SAAB-B.ST:41534; HUSQ-B.ST:44573; ELUX-B.ST:49293; CLAS-B.ST:52689; HM-B.ST:40837; BULTEN.ST:40735; HPOL-B.ST:39860,
2022-04-08,44,351570,MEKO.ST:37096; SAAB-B.ST:43273; HUSQ-B.ST:45263; ELUX-B.ST:50012; CLAS-B.ST:53262; HM-B.ST:41427; BULTEN.ST:41242; HPOL-B.ST:39951,
2022-04-11,44,350372,MEKO.ST:37267; SAAB-B.ST:45233; HUSQ-B.ST:43756; ELUX-B.ST:49622; CLAS-B.ST:53071; HM-B.ST:41427; BULTEN.ST:40735; HPOL-B.ST:39218,
2022-04-12,135,355003,MEKO.ST:38460; SAAB-B.ST:45960; HUSQ-B.ST:44602; ELUX-B.ST:51026; HM-B.ST:41226; BULTEN.ST:41116; HPOL-B.ST:39493; G5EN.ST:52986,SELL CLAS-B.ST 544 @ 97.82 fee 69.00; BUY G5EN.ST 299 @ 177.21 fee 69.00
2022-04-13,135,357710,MEKO.ST:39108; SAAB-B.ST:48894; HUSQ-B.ST:44019; ELUX-B.ST:50793; HM-B.ST:40724; BULTEN.ST:42258; HPOL-B.ST:39333; G5EN.ST:52447,
2022-04-14,135,358680,MEKO.ST:38903; SAAB-B.ST:49745; HUSQ-B.ST:43970; ELUX-B.ST:51924; HM-B.ST:40485; BULTEN.ST:41750; HPOL-B.ST:38439; G5EN.ST:53329,
2022-04-19,135,363326,MEKO.ST:40199; SAAB-B.ST:49400; HUSQ-B.ST:44961; ELUX-B.ST:52760; HM-B.ST:41163; BULTEN.ST:43971; HPOL-B.ST:39172; G5EN.ST:51566,
2022-04-20,135,359833,MEKO.ST:39551; SAAB-B.ST:48697; HUSQ-B.ST:46585; ELUX-B.ST:52814; HM-B.ST:40799; BULTEN.ST:42385; HPOL-B.ST:40020; G5EN.ST:48848,
2022-04-21,375,364298,SAAB-B.ST:46922; HUSQ-B.ST:46866; HM-B.ST:40943; HPOL-B.ST:41715; G5EN.ST:48064; EMBRAC-B.ST:46287; NOTE.ST:46476; CLAS-B.ST:46649,SELL MEKO.ST 378 @ 109.23 fee 69.00; SELL ELUX-B.ST 356 @ 151.45 fee 69.00; SELL BULTEN.ST 728 @ 61.62 fee 69.00; BUY EMBRAC-B.ST 113 @ 409.62 fee 69.00; BUY NOTE.ST 223 @ 208.41 fee 69.00; BUY CLAS-B.ST 451 @ 103.43 fee 69.00
2022-04-22,375,360193,SAAB-B.ST:47871; HUSQ-B.ST:45661; HM-B.ST:39920; HPOL-B.ST:40913; G5EN.ST:47428; EMBRAC-B.ST:45195; NOTE.ST:47288; CLAS-B.ST:45541,
2022-04-25,375,361096,SAAB-B.ST:47859; HUSQ-B.ST:43727; HM-B.ST:39424; HPOL-B.ST:39951; G5EN.ST:49656; EMBRAC-B.ST:46660; NOTE.ST:48100; CLAS-B.ST:45343,
2022-04-26,375,354364,SAAB-B.ST:48697; HUSQ-B.ST:43445; HM-B.ST:39236; HPOL-B.ST:38829; G5EN.ST:45640; EMBRAC-B.ST:45426; NOTE.ST:47887; CLAS-B.ST:44829,
2022-04-27,375,352140,SAAB-B.ST:50485; HUSQ-B.ST:45000; HM-B.ST:39192; HPOL-B.ST:39333; G5EN.ST:44587; EMBRAC-B.ST:43324; NOTE.ST:45450; CLAS-B.ST:44394,
2022-04-28,74,353527,HUSQ-B.ST:44942; HM-B.ST:39217; HPOL-B.ST:41601; G5EN.ST:45053; EMBRAC-B.ST:44375; BULTEN.ST:34617; VOLV-B.ST:34574; ELUX-B.ST:34515; MEKO.ST:34559,SELL SAAB-B.ST 502 @ 101.89 fee 69.00; SELL NOTE.ST 223 @ 193.46 fee 69.00; SELL CLAS-B.ST 451 @ 97.91 fee 69.00; BUY BULTEN.ST 612 @ 56.56 fee 69.00; BUY VOLV-B.ST 239 @ 144.66 fee 69.00; BUY ELUX-B.ST 227 @ 152.05 fee 69.00; BUY MEKO.ST 343 @ 100.75 fee 69.00
2022-04-29,74,357959,HUSQ-B.ST:45924; HM-B.ST:39286; HPOL-B.ST:40392; G5EN.ST:45665; EMBRAC-B.ST:45141; BULTEN.ST:38347; VOLV-B.ST:34794; ELUX-B.ST:33034; MEKO.ST:35301,
